predicted_label,predicted_probability,confidence,actual_label,risk_level,education_level,employment_type,no_of_dependents,income_annum,loan_amount,loan_term_years,cibil_score,total_assets,dti_ratio,estimated_monthly_payment,pti_ratio,loan_term_months,feat_no_of_dependents,feat_education,feat_self_employed,feat_income_annum,feat_loan_amount,feat_loan_term,feat_cibil_score,feat_residential_assets_value,feat_commercial_assets_value,feat_luxury_assets_value,feat_bank_asset_value,feat_has_debt
Approved,0.995928,HIGH,Approved,LOW,Graduate,Self-Employed,5,1300000.25,3099999.75,16,826,8399999.0,2.384615,32422.96,0.299289,192,5.0,0.9999999403953552,1.0,1300000.25,3099999.75,16.0,826.0,199999.671875,1700000.125,5099999.5,1400000.0,8.166215620386552e-11
Approved,0.984707,HIGH,Approved,LOW,Graduate,Salaried,5,9800000.0,26600000.0,12,664,44700000.0,2.714286,317890.8,0.389254,144,5.0,0.9999999403953552,-1.2926308912142304e-08,9800000.0,26600000.0,12.0,664.0,5200000.0,2900000.0,22500000.0,14100000.0,8.166215620386552e-11
Approved,0.995208,HIGH,Approved,LOW,Graduate,Self-Employed,5,4800000.0,13100000.0,6,717,38300000.0,2.729167,242688.45,0.606721,72,5.0,0.9999999403953552,1.0,4800000.0,13100000.0,6.0,717.0,8300000.0,8900000.0,18300000.0,2800000.0,8.166215620386552e-11
Approved,0.996357,HIGH,Approved,LOW,Graduate,Salaried,4,2900000.0,11200000.0,10,744,19500000.0,3.862069,148008.83,0.61245,120,4.0,0.9999999403953552,-1.2926308912142304e-08,2900000.0,11200000.0,10.0,744.0,6600000.0,4000000.0,7300000.5,1600000.0,8.166215620386552e-11
Approved,0.987702,HIGH,Approved,LOW,Graduate,Salaried,4,4300000.0,10100000.0,2,606,26100000.0,2.348837,466063.75,1.300643,24,4.0,0.9999999403953552,-1.2926308912142304e-08,4300000.0,10100000.0,2.000000238418579,606.0,9900000.0,1799999.875,8900000.0,5500000.0,8.166215620386552e-11
Rejected,0.022118,HIGH,Rejected,HIGH,Not Graduate,Salaried,3,3100000.0,8500000.0,12,493,27800000.0,2.741936,101581.66,0.393219,144,3.0,-1.3684332778041153e-08,-1.2926308912142304e-08,3100000.0,8500000.0,12.0,493.0,8700000.0,5100000.0,12000000.0,2000000.25,8.166215620386552e-11
Approved,0.993176,HIGH,Approved,LOW,Graduate,Salaried,3,7000000.0,21600000.0,12,739,42100000.0,3.085714,258136.9,0.44252,144,3.0,0.9999999403953552,-1.2926308912142304e-08,7000000.0,21600000.0,12.0,739.0,1599999.625,7600000.0,24500000.0,8400000.0,8.166215620386552e-11
Rejected,0.001617,HIGH,Rejected,HIGH,Not Graduate,Salaried,4,2200000.0,6100000.0,12,330,15600000.0,2.772727,72899.78,0.397635,144,4.0,-1.3684332778041153e-08,-1.2926308912142304e-08,2200000.0,6100000.0,12.0,330.0,5500000.0,2900000.0,5000000.5,2200000.0,8.166215620386552e-11
Rejected,0.012687,HIGH,Rejected,HIGH,Graduate,Salaried,3,4300000.0,12600000.0,18,482,29500000.0,2.930232,125980.3,0.351573,216,3.0,0.9999999403953552,-1.2926308912142304e-08,4300000.0,12600000.0,18.0,482.0,9300000.0,899999.875,13200000.0,6100000.0,8.166215620386552e-11
Approved,0.986148,HIGH,Approved,LOW,Graduate,Self-Employed,1,600000.1875,1399999.75,10,699,2999999.25,2.333332,18501.1,0.370022,120,1.0,0.9999999403953552,1.0,600000.1875,1399999.75,10.0,699.0,399999.65625,499999.90625,1299999.375,800000.1875,8.166215620386552e-11
Approved,0.987425,HIGH,Approved,LOW,Not Graduate,Salaried,2,8000000.0,27100000.0,12,674,46500000.0,3.3875,323866.22,0.485799,144,2.0,-1.3684332778041153e-08,-1.2926308912142304e-08,8000000.0,27100000.0,12.0,674.0,14400000.0,399999.90625,25300000.0,6400000.0,8.166215620386552e-11
Approved,0.969142,HIGH,Approved,LOW,Graduate,Salaried,4,900000.1875,2600000.75,2,602,5599998.5,2.888889,119976.84,1.599691,24,4.0,0.9999999403953552,-1.2926308912142304e-08,900000.1875,2600000.75,2.000000238418579,602.0,599999.6875,800000.125,3199999.25,999999.6875,8.166215620386552e-11
Rejected,0.09494,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,4,2100000.25,7700000.5,8,493,10400000.0,3.666666,116841.08,0.667663,96,4.0,-1.3684332778041153e-08,1.0,2100000.25,7700000.5,8.0,493.0,4300000.0,399999.90625,4400000.5,1300000.0,8.166215620386552e-11
Rejected,0.143567,HIGH,Rejected,HIGH,Graduate,Salaried,1,9300000.0,28900000.0,6,526,43400000.0,3.107527,535396.7,0.690834,72,1.0,0.9999999403953552,-1.2926308912142304e-08,9300000.0,28900000.0,6.0,526.0,11100000.0,1600000.125,19700000.0,11000000.0,8.166215620386552e-11
Rejected,0.054503,HIGH,Rejected,HIGH,Graduate,Salaried,0,4300000.0,11000000.0,4,374,28400000.0,2.55814,278988.4,0.778572,48,1.353272836013275e-07,0.9999999403953552,-1.2926308912142304e-08,4300000.0,11000000.0,4.0,374.0,7100000.0,7300000.0,9300000.0,4700000.0,8.166215620386552e-11
Approved,0.938971,HIGH,Approved,LOW,Graduate,Self-Employed,4,4300000.0,11400000.0,2,560,26100000.0,2.651163,526052.1,1.468052,24,4.0,0.9999999403953552,1.0,4300000.0,11400000.0,2.000000238418579,560.0,10000000.0,3900000.0,8900000.0,3300000.0,8.166215620386552e-11
Rejected,0.000751,HIGH,Rejected,HIGH,Not Graduate,Salaried,0,1800000.0,5700000.0,18,306,8500000.0,3.166667,56991.09,0.379941,216,1.353272836013275e-07,-1.3684332778041153e-08,-1.2926308912142304e-08,1800000.0,5700000.0,18.0,306.0,500000.15625,699999.875,5599999.5,1700000.0,8.166215620386552e-11
Approved,0.99528,HIGH,Approved,LOW,Graduate,Self-Employed,0,7100000.0,18600000.0,20,770,60500000.0,2.619718,179494.05,0.30337,240,1.353272836013275e-07,0.9999999403953552,1.0,7100000.0,18600000.0,20.0,770.0,19200000.0,13100000.0,23100000.0,5100000.0,8.166215620386552e-11
Approved,0.981024,HIGH,Approved,LOW,Not Graduate,Salaried,2,1100000.0,2499999.75,20,615,8099999.0,2.272727,24125.54,0.263188,240,2.0,-1.3684332778041153e-08,-1.2926308912142304e-08,1100000.0,2499999.75,20.0,615.0,2799999.75,1700000.125,2299999.25,1300000.0,8.166215620386552e-11
Approved,0.998986,HIGH,Approved,LOW,Not Graduate,Salaried,1,8700000.0,33200000.0,4,866,69700000.0,3.816092,842037.75,1.161431,48,1.0,-1.3684332778041153e-08,-1.2926308912142304e-08,8700000.0,33200000.0,4.0,866.0,19600000.0,15900000.0,23700000.0,10500000.0,8.166215620386552e-11
Approved,0.528531,MEDIUM,Approved,LOW,Not Graduate,Self-Employed,3,7900000.0,29200000.0,4,399,65800000.0,3.696202,740587.44,1.124943,48,3.0,-1.3684332778041153e-08,1.0,7900000.0,29200000.0,4.0,399.0,23200000.0,5500000.0,30200000.0,6900000.0,8.166215620386552e-11
Approved,0.942423,HIGH,Approved,LOW,Graduate,Self-Employed,3,4700000.0,17500000.0,8,585,18800000.0,3.723404,265547.88,0.677995,96,3.0,0.9999999403953552,1.0,4700000.0,17500000.0,8.0,585.0,1200000.125,3100000.0,9600000.0,4900000.0,8.166215620386552e-11
Rejected,0.126708,HIGH,Rejected,HIGH,Graduate,Salaried,4,8200000.0,20700000.0,10,546,53400000.0,2.52439,273552.03,0.40032,120,4.0,0.9999999403953552,-1.2926308912142304e-08,8200000.0,20700000.0,10.0,546.0,10800000.0,7000000.0,25000000.0,10600000.0,8.166215620386552e-11
Approved,0.972808,HIGH,Approved,LOW,Not Graduate,Self-Employed,5,1900000.0,6700000.0,2,622,10000000.0,3.526316,309171.0,1.952659,24,5.0,-1.3684332778041153e-08,1.0,1900000.0,6700000.0,2.000000238418579,622.0,4200000.0,199999.890625,3900000.25,1700000.0,8.166215620386552e-11
Approved,0.846937,HIGH,Approved,LOW,Graduate,Salaried,4,200000.203125,699999.8125,10,576,1299999.625,3.499996,9250.55,0.555032,120,4.0,0.9999999403953552,-1.2926308912142304e-08,200000.203125,699999.8125,10.0,576.0,500000.15625,99999.8984375,399999.34375,300000.21875,8.166215620386552e-11
Approved,0.994654,HIGH,Approved,LOW,Graduate,Salaried,3,1600000.0,3899999.75,20,804,7400000.0,2.4375,37635.84,0.282269,240,3.0,0.9999999403953552,-1.2926308912142304e-08,1600000.0,3899999.75,20.0,804.0,900000.1875,2500000.25,3199999.25,800000.1875,8.166215620386552e-11
Approved,0.577896,MEDIUM,Approved,LOW,Graduate,Salaried,3,7400000.0,23500000.0,2,460,67900000.0,3.175676,1084405.8,1.758496,24,3.0,0.9999999403953552,-1.2926308912142304e-08,7400000.0,23500000.0,2.000000238418579,460.0,20600000.0,12200000.0,25900000.0,9200000.0,8.166215620386552e-11
Approved,0.614971,MEDIUM,Approved,LOW,Not Graduate,Salaried,0,8300000.0,31400000.0,18,558,48400000.0,3.783132,313950.9,0.453905,216,1.353272836013275e-07,-1.3684332778041153e-08,-1.2926308912142304e-08,8300000.0,31400000.0,18.0,558.0,13300000.0,2900000.0,25900000.0,6300000.0,8.166215620386552e-11
Rejected,0.018235,HIGH,Rejected,HIGH,Not Graduate,Salaried,5,1200000.0,2400000.75,14,495,9000000.0,2.000001,26596.87,0.265969,168,5.0,-1.3684332778041153e-08,-1.2926308912142304e-08,1200000.0,2400000.75,14.0,495.0,1800000.125,1799999.875,4100000.25,1300000.0,8.166215620386552e-11
Approved,0.64701,MEDIUM,Approved,LOW,Not Graduate,Salaried,2,7600000.0,24800000.0,12,564,51600000.0,3.263158,296379.4,0.467968,144,2.0,-1.3684332778041153e-08,-1.2926308912142304e-08,7600000.0,24800000.0,12.0,564.0,14000000.0,6200000.0,24700000.0,6700000.0,8.166215620386552e-11
Approved,0.991504,HIGH,Approved,LOW,Graduate,Self-Employed,5,2700000.0,8700000.0,20,687,14100000.0,3.222222,83956.88,0.373142,240,5.0,0.9999999403953552,1.0,2700000.0,8700000.0,20.0,687.0,2600000.25,1199999.875,9000000.0,1300000.0,8.166215620386552e-11
Approved,0.994458,HIGH,Approved,LOW,Not Graduate,Salaried,0,9000000.0,33500000.0,8,801,67000000.0,3.722222,508334.47,0.677779,96,1.353272836013275e-07,-1.3684332778041153e-08,-1.2926308912142304e-08,9000000.0,33500000.0,8.0,801.0,11600000.0,8900000.0,35400000.0,11100000.0,8.166215620386552e-11
Approved,0.997873,HIGH,Approved,LOW,Graduate,Salaried,5,2700000.0,8200000.0,2,848,15700000.0,3.037037,378388.38,1.681726,24,5.0,0.9999999403953552,-1.2926308912142304e-08,2700000.0,8200000.0,2.000000238418579,848.0,7000000.0,1000000.125,6200000.5,1500000.0,8.166215620386552e-11
Approved,0.992509,HIGH,Approved,LOW,Graduate,Salaried,0,9500000.0,24400000.0,14,769,61800000.0,2.568421,270401.47,0.34156,168,1.353272836013275e-07,0.9999999403953552,-1.2926308912142304e-08,9500000.0,24400000.0,14.0,769.0,14400000.0,2400000.0,30800000.0,14200000.0,8.166215620386552e-11
Rejected,0.002924,HIGH,Rejected,HIGH,Graduate,Self-Employed,3,8000000.0,24400000.0,14,399,56700000.0,3.05,270401.47,0.405602,168,3.0,0.9999999403953552,1.0,8000000.0,24400000.0,14.0,399.0,19100000.0,5400000.0,20600000.0,11600000.0,8.166215620386552e-11
Rejected,0.001425,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,1,299999.6875,1000000.8125,14,324,1400000.75,3.33334,11082.04,0.443282,168,1.0,-1.3684332778041153e-08,1.0,299999.6875,1000000.8125,14.0,324.0,100000.171875,99999.8984375,1100000.375,100000.2109375,8.166215620386552e-11
Approved,0.640322,MEDIUM,Approved,LOW,Not Graduate,Self-Employed,3,7300000.0,21600000.0,20,557,41400000.0,2.958904,208444.69,0.342649,240,3.0,-1.3684332778041153e-08,1.0,7300000.0,21600000.0,20.0,557.0,1900000.125,3800000.0,26400000.0,9300000.0,8.166215620386552e-11
Approved,0.92391,HIGH,Approved,LOW,Not Graduate,Self-Employed,1,7700000.0,16900000.0,6,621,68100000.0,2.194805,313086.66,0.487927,72,1.0,-1.3684332778041153e-08,1.0,7700000.0,16900000.0,6.0,621.0,22600000.0,7900000.0,27400000.0,10200000.0,8.166215620386552e-11
Approved,0.99788,HIGH,Approved,LOW,Graduate,Salaried,3,2800000.0,10600000.0,4,860,19500000.0,3.785714,268843.38,1.152186,48,3.0,0.9999999403953552,-1.2926308912142304e-08,2800000.0,10600000.0,4.0,860.0,5200000.0,4700000.0,6700000.5,2900000.0,8.166215620386552e-11
Approved,0.995493,HIGH,Approved,LOW,Not Graduate,Self-Employed,0,5300000.0,12900000.0,20,826,39500000.0,2.433962,124487.79,0.281859,240,1.353272836013275e-07,-1.3684332778041153e-08,1.0,5300000.0,12900000.0,20.0,826.0,15500000.0,6800000.0,12000000.0,5200000.0,8.166215620386552e-11
Rejected,0.001023,HIGH,Rejected,HIGH,Graduate,Salaried,0,200000.203125,800000.8125,20,331,900000.5625,4.0,7720.18,0.46321,240,1.353272836013275e-07,0.9999999403953552,-1.2926308912142304e-08,200000.203125,800000.8125,20.0,331.0,300000.15625,-0.1017402932047844,500000.34375,100000.2109375,8.166215620386552e-11
Approved,0.988207,HIGH,Approved,LOW,Not Graduate,Salaried,0,4200000.0,11000000.0,20,817,26900000.0,2.619048,106152.38,0.303292,240,1.353272836013275e-07,-1.3684332778041153e-08,-1.2926308912142304e-08,4200000.0,11000000.0,20.0,817.0,6700000.0,2400000.0,11700000.0,6100000.0,8.166215620386552e-11
Rejected,0.00155,HIGH,Rejected,HIGH,Graduate,Salaried,5,9200000.0,23900000.0,10,335,67200000.0,2.597826,315840.25,0.411966,120,5.0,0.9999999403953552,-1.2926308912142304e-08,9200000.0,23900000.0,10.0,335.0,5800000.0,15300000.0,35400000.0,10700000.0,8.166215620386552e-11
Approved,0.99373,HIGH,Approved,LOW,Not Graduate,Salaried,4,8200000.0,28100000.0,12,696,54600000.0,3.426829,335816.97,0.49144,144,4.0,-1.3684332778041153e-08,-1.2926308912142304e-08,8200000.0,28100000.0,12.0,696.0,11500000.0,10600000.0,25300000.0,7200000.0,8.166215620386552e-11
Approved,0.98847,HIGH,Approved,LOW,Not Graduate,Self-Employed,1,7500000.0,19900000.0,10,669,36000000.0,2.653334,262979.97,0.420768,120,1.0,-1.3684332778041153e-08,1.0,7500000.0,19900000.0,10.0,669.0,1800000.125,8800000.0,18100000.0,7300000.0,8.166215620386552e-11
Approved,0.984527,HIGH,Approved,LOW,Graduate,Self-Employed,1,8000000.0,28100000.0,18,725,45200000.0,3.5125,280956.1,0.421434,216,1.0,0.9999999403953552,1.0,8000000.0,28100000.0,18.0,725.0,1900000.125,12800000.0,23000000.0,7500000.0,8.166215620386552e-11
Approved,0.95804,HIGH,Approved,LOW,Not Graduate,Salaried,1,7000000.0,27100000.0,6,591,45300000.0,3.871428,502050.2,0.860658,72,1.0,-1.3684332778041153e-08,-1.2926308912142304e-08,7000000.0,27100000.0,6.0,591.0,6700000.0,12200000.0,21500000.0,4900000.0,8.166215620386552e-11
Approved,0.815494,HIGH,Approved,LOW,Graduate,Self-Employed,0,6200000.0,14900000.0,8,855,29500000.0,2.403226,226095.05,0.437603,96,1.353272836013275e-07,0.9999999403953552,1.0,6200000.0,14900000.0,8.0,855.0,-99999.828125,7200000.0,14200000.0,8200000.0,1.0
Approved,0.993296,HIGH,Approved,LOW,Graduate,Self-Employed,1,2800000.0,6600000.0,18,801,19700000.0,2.357143,65989.69,0.282813,216,1.0,0.9999999403953552,1.0,2800000.0,6600000.0,18.0,801.0,4000000.0,4900000.0,7100000.0,3700000.0,8.166215620386552e-11
Rejected,0.024215,HIGH,Rejected,HIGH,Graduate,Self-Employed,0,9300000.0,32000000.0,8,438,78500000.0,3.44086,485573.25,0.626546,96,1.353272836013275e-07,0.9999999403953552,1.0,9300000.0,32000000.0,8.0,438.0,24800000.0,6400000.0,34900000.0,12400000.0,8.166215620386552e-11
Rejected,0.020595,HIGH,Rejected,HIGH,Not Graduate,Salaried,2,699999.6875,2600000.75,20,489,3600000.0,3.714288,25090.57,0.430124,240,2.0,-1.3684332778041153e-08,-1.2926308912142304e-08,699999.6875,2600000.75,20.0,489.0,100000.171875,199999.890625,2400000.25,899999.6875,8.166215620386552e-11
Rejected,0.030225,HIGH,Rejected,HIGH,Graduate,Self-Employed,3,1500000.0,5100001.0,6,352,6799999.0,3.4,94481.79,0.755854,72,3.0,0.9999999403953552,1.0,1500000.0,5100001.0,6.0,352.0,100000.171875,199999.890625,5599999.5,899999.6875,8.166215620386552e-11
Approved,0.996463,HIGH,Approved,LOW,Not Graduate,Salaried,0,8400000.0,24300000.0,4,785,57100000.0,2.892857,616310.8,0.880444,48,1.353272836013275e-07,-1.3684332778041153e-08,-1.2926308912142304e-08,8400000.0,24300000.0,4.0,785.0,11900000.0,10100000.0,26600000.0,8500000.0,8.166215620386552e-11
Rejected,0.447216,MEDIUM,Rejected,HIGH,Graduate,Salaried,5,900000.1875,2199999.75,2,415,5900000.0,2.444444,101518.82,1.353584,24,5.0,0.9999999403953552,-1.2926308912142304e-08,900000.1875,2199999.75,2.000000238418579,415.0,599999.6875,1700000.125,2900000.25,700000.1875,8.166215620386552e-11
Rejected,0.033029,HIGH,Rejected,HIGH,Graduate,Salaried,4,2700000.0,7000000.5,4,351,14400000.0,2.592593,177538.1,0.789058,48,4.0,0.9999999403953552,-1.2926308912142304e-08,2700000.0,7000000.5,4.0,351.0,1100000.125,2300000.0,8300000.0,2700000.0,8.166215620386552e-11
Rejected,0.000932,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,4,1800000.0,5800001.0,14,305,9500000.0,3.222223,64275.76,0.428505,168,4.0,-1.3684332778041153e-08,1.0,1800000.0,5800001.0,14.0,305.0,599999.6875,3300000.0,3600000.25,2000000.25,8.166215620386552e-11
Approved,0.99341,HIGH,Approved,LOW,Graduate,Self-Employed,2,3800000.0,7600000.0,20,788,21700000.0,2.0,73341.64,0.231605,240,2.0,0.9999999403953552,1.0,3800000.0,7600000.0,20.0,788.0,1699999.625,5200000.0,9200000.0,5600000.0,8.166215620386552e-11
Approved,0.994267,HIGH,Approved,LOW,Not Graduate,Salaried,4,699999.6875,1799999.75,8,874,4199999.0,2.571429,27313.49,0.468231,96,4.0,-1.3684332778041153e-08,-1.2926308912142304e-08,699999.6875,1799999.75,8.0,874.0,1599999.625,1000000.125,1299999.375,300000.21875,8.166215620386552e-11
Approved,0.996014,HIGH,Approved,LOW,Not Graduate,Salaried,4,4800000.0,10800000.0,12,833,30500000.0,2.25,129068.45,0.322671,144,4.0,-1.3684332778041153e-08,-1.2926308912142304e-08,4800000.0,10800000.0,12.0,833.0,2999999.75,4000000.0,16400000.0,7100000.0,8.166215620386552e-11
Approved,0.995782,HIGH,Approved,LOW,Not Graduate,Salaried,3,8000000.0,26200000.0,16,890,49100000.0,3.275,274026.3,0.411039,192,3.0,-1.3684332778041153e-08,-1.2926308912142304e-08,8000000.0,26200000.0,16.0,890.0,15800000.0,4300000.0,25000000.0,4000000.0,8.166215620386552e-11
Approved,0.993976,HIGH,Approved,LOW,Graduate,Salaried,1,9900000.0,38700000.0,6,670,74300000.0,3.909091,716949.8,0.86903,72,1.0,0.9999999403953552,-1.2926308912142304e-08,9900000.0,38700000.0,6.0,670.0,19400000.0,12600000.0,35800000.0,6500000.0,8.166215620386552e-11
Rejected,0.062112,HIGH,Rejected,HIGH,Graduate,Salaried,2,6100000.0,23500000.0,14,510,34300000.0,3.852459,260427.64,0.512317,168,2.0,0.9999999403953552,-1.2926308912142304e-08,6100000.0,23500000.0,14.0,510.0,9000000.0,9500000.0,12400000.0,3400000.0,8.166215620386552e-11
